client_sk,client_id,first_name,last_name,date_of_birth,gender,city,country,acquisition_channel
336,CL-000336,Ines,Karge,1952-11-08,Female,Berlin,Switzerland,Referral
337,CL-000337,Wally,Birnbaum,1957-06-28,,Hannover,Germany,Web
338,CL-000338,Wenzel,Müller,1948-01-27,Male,Bochum,Germany,Event
339,CL-000339,Salvatore,Bolzmann,1967-07-30,Male,Frankfurt,Germany,Referral
340,CL-000340,Ismail,Briemer,1979-07-29,Male,Stuttgart,Germany,Referral
341,CL-000341,Madlen,Striebitz,1943-12-16,Female,Frankfurt,Germany,Event
342,CL-000342,Cord,Fischer,1995-07-05,Male,Stuttgart,Germany,Web
343,CL-000343,Karl-Otto,Jähn,1946-02-08,Male,Düsseldorf,Germany,Referral
344,CL-000344,Elfi,Drubin,1978-04-14,Female,München,Germany,Web
345,CL-000345,Ralf-Peter,Lindau,1981-07-27,Male,Hamburg,Germany,Event
346,CL-000346,Korbinian,Zobel,1982-05-23,Male,Leipzig,Germany,Referral
347,CL-000347,Dorothe,Wulf,1975-11-14,Female,München,Germany,Referral
348,CL-000348,Hans-Hermann,Mende,2002-02-17,Male,Düsseldorf,Germany,Referral
349,CL-000349,Heinz-Willi,Huhn,1998-11-04,Male,Köln,Germany,Partner
350,CL-000350,Lieschen,Lorch,1961-02-02,Female,Stuttgart,Austria,Web
351,CL-000351,Lara,Scholl,1944-05-29,Female,München,Germany,Referral
352,CL-000352,Leo,Warmer,1947-01-23,Male,Bochum,Germany,Web
353,CL-000353,Willfried,Wiek,1954-06-13,Male,Bochum,Germany,Web
354,CL-000354,Luigi,Hahn,1958-04-26,Male,Berlin,Switzerland,Partner
355,CL-000355,Maria,Butte,1950-12-30,Female,Stuttgart,Germany,Referral
356,CL-000356,Ilhan,Gerlach,1977-11-14,,Düsseldorf,Germany,Web
357,CL-000357,Arne,Franke,1940-06-28,Male,Dortmund,Germany,Web
358,CL-000358,Harald,Mende,1987-03-22,Male,Hannover,Germany,Event
359,CL-000359,Konstantin,Möchlichen,1960-02-17,Male,Köln,Germany,Referral
360,CL-000360,Alexej,Heinrich,1959-11-30,Male,Düsseldorf,Germany,Event
361,CL-000361,Melitta,Holzapfel,1988-02-23,Female,Essen,Germany,Web
362,CL-000362,Sinaida,Metz,1945-02-25,Female,Köln,Germany,Web
363,CL-000363,Marlen,Heintze,2003-03-07,Female,Hamburg,Austria,Referral
364,CL-000364,Elsa,Zirme,1994-02-25,Female,Stuttgart,Germany,Partner
365,CL-000365,Luzia,Schacht,1985-04-20,Female,Essen,Germany,Referral
366,CL-000366,Romy,Gumprich,1969-03-28,Female,Frankfurt,Germany,Partner
367,CL-000367,Bodo,Ring,1955-08-10,Male,Düsseldorf,Germany,Web
368,CL-000368,Markus,Fischer,2002-02-15,Male,Hannover,Germany,Partner
369,CL-000369,Else,Faust,1945-03-02,Female,Berlin,Germany,Referral
370,CL-000370,Ansgar,Gehringer,1994-03-31,Male,München,Germany,Web
371,CL-000371,Gerhart,Scheibe,1991-04-11,Male,Stuttgart,Germany,Partner
372,CL-000372,Mariechen,Roskoth,2002-12-30,,Köln,Germany,Web
373,CL-000373,Friedrich-Karl,Mangold,1948-10-08,Male,München,Germany,Referral
374,CL-000374,Horst-Dieter,Stroh,1961-01-01,Male,Berlin,Germany,Web
375,CL-000375,Niels,Kusch,2004-06-16,Male,Dortmund,Germany,Referral
376,CL-000376,Emine,Otto,1977-01-20,Female,Berlin,Germany,Web
377,CL-000377,Jeannette,Mangold,1945-10-13,Female,München,Germany,Referral
378,CL-000378,Lilo,Benthin,2000-10-31,Female,München,Austria,Referral
379,CL-000379,Heinz-Gerd,Wähner,1962-03-30,Male,Köln,Germany,Partner
380,CL-000380,Liselotte,Hermann,1942-01-25,Female,München,Germany,Partner
381,CL-000381,Bartholomäus,Hein,2005-10-07,Male,Dortmund,Germany,Partner
382,CL-000382,Michel,Ruppert,1980-04-06,Male,Berlin,Germany,Referral
383,CL-000383,Walburga,Bärer,1992-05-08,Female,Köln,Germany,Partner
384,CL-000384,Michael,Heuser,1979-07-10,Male,Nürnberg,Germany,Referral
385,CL-000385,Arthur,Wiek,1991-10-10,,Berlin,Germany,Referral
386,CL-000386,Christine,Möchlichen,1975-08-16,Female,Stuttgart,Germany,Web
387,CL-000387,Margaretha,Margraf,2002-08-25,Female,Köln,Germany,Referral
388,CL-000388,Fredi,Girschner,2008-02-25,Male,München,Germany,Web
389,CL-000389,Klaus-Jürgen,Mälzer,1983-07-04,Male,Frankfurt,Germany,Event
390,CL-000390,Rosemarie,Noack,2006-04-02,Female,Berlin,Germany,Partner
391,CL-000391,Antoinette,Möchlichen,1963-12-27,Female,Düsseldorf,Germany,Partner
392,CL-000392,Harald,Kade,1962-02-26,Male,Düsseldorf,Switzerland,Web
393,CL-000393,Marie-Theres,Döhn,1998-09-05,Female,Stuttgart,Germany,Referral
394,CL-000394,Daniele,Jüttner,1968-04-27,Male,Hannover,Germany,Partner
395,CL-000395,Martina,Oderwald,1959-12-03,Female,Stuttgart,Germany,Referral
396,CL-000396,Maria-Theresia,Kühnert,1995-09-03,Female,Frankfurt,Germany,Referral
397,CL-000397,Olav,Rogner,1942-10-22,Female,Köln,Austria,Referral
398,CL-000398,Henry,Cichorius,1961-09-17,Male,Berlin,Germany,Web
399,CL-000399,Felix,Junitz,1948-03-13,Male,Stuttgart,Austria,Partner
400,CL-000400,Yasemin,Wirth,1967-10-24,Female,Köln,Germany,Referral
401,CL-000401,Steven,Pieper,1996-06-11,Male,Düsseldorf,Germany,Referral
402,CL-000402,Abdul,Sontag,1999-06-21,Male,Leipzig,Germany,Referral
403,CL-000403,Kerstin,Misicher,1968-06-06,Female,Stuttgart,Germany,Web
404,CL-000404,Anke,Graf,1975-08-03,Female,Hamburg,Germany,Web
405,CL-000405,Hans-Albert,Scholtz,1991-10-14,Male,Nürnberg,Germany,Referral
406,CL-000406,Jacob,Schomber,1970-05-22,Male,Düsseldorf,Germany,Referral
407,CL-000407,Olav,Birnbaum,1954-02-28,Female,Bochum,Germany,Referral
408,CL-000408,Elvira,Rogner,1949-03-23,Female,Berlin,Switzerland,Partner
409,CL-000409,Urszula,Hövel,1970-02-14,Female,Bochum,Germany,Referral
410,CL-000410,Susanne,Thanel,1973-04-17,Female,Berlin,Germany,Referral
411,CL-000411,Burghard,Baum,2006-07-13,Male,Hamburg,Germany,Event
412,CL-000412,Magarete,Schlosser,1994-09-14,Female,Köln,Germany,Web
413,CL-000413,Ernst-Dieter,Tröst,1951-02-01,Male,Düsseldorf,Germany,Web
414,CL-000414,Gerold,Rohleder,1941-03-28,Male,München,Germany,Referral
415,CL-000415,Korinna,Ladeck,1946-08-26,Female,Köln,Germany,Event
416,CL-000416,Enno,Drewes,1971-09-17,Male,Leipzig,Germany,Web
417,CL-000417,Wilhelm,Drubin,1984-05-20,Male,Hannover,Germany,Web
418,CL-000418,Sarah,Fliegner,1974-03-23,Female,Köln,Germany,Web
419,CL-000419,Valentine,Trubin,1960-03-03,Female,Leipzig,Germany,Referral
420,CL-000420,Josefine,Trapp,1958-12-01,Female,Hamburg,Germany,Event
421,CL-000421,Hartmut,Nette,2007-01-06,Male,München,Austria,Event
422,CL-000422,Isabella,Henk,1971-05-24,Female,Dortmund,Germany,Web
423,CL-000423,Karl-August,Fiebig,1966-05-31,Male,Nürnberg,Germany,Event
424,CL-000424,Corina,Scheuermann,1974-11-23,Female,München,Austria,Partner
425,CL-000425,Peter,Ernst,1999-02-08,Male,Hamburg,Germany,Referral
426,CL-000426,Aribert,Hofmann,1992-11-20,Male,Hamburg,Germany,Partner
427,CL-000427,Rebekka,Liebelt,1963-06-09,Female,Frankfurt,Germany,Referral
428,CL-000428,Valeri,Zirme,1974-11-10,Female,Dortmund,Germany,Web
429,CL-000429,Frank-Michael,Adler,1959-07-23,Male,Düsseldorf,Germany,Referral
430,CL-000430,Ottfried,Huhn,1997-04-19,Male,Hamburg,Germany,Referral
431,CL-000431,Liesbeth,Sager,2008-04-13,Female,Hannover,Germany,Partner
432,CL-000432,Maurizio,Niemeier,1999-03-11,Male,Düsseldorf,Germany,Referral
433,CL-000433,Clemens,Matthäi,1976-12-16,Male,Berlin,Germany,Web
434,CL-000434,Janett,Kaul,1962-12-06,Female,Düsseldorf,Germany,Referral
435,CL-000435,Korinna,Wiek,1977-04-16,Female,Berlin,Germany,Referral
436,CL-000436,Hans-Helmut,Meyer,2003-10-16,Male,Hamburg,Germany,Web
437,CL-000437,Gordon,Graf,2007-01-19,Male,Frankfurt,Germany,Web
438,CL-000438,Mathilde,Henck,1979-03-22,Female,Hamburg,Germany,Partner
439,CL-000439,Hannchen,Heintze,1998-07-24,Female,Köln,Germany,Partner
440,CL-000440,Reimund,Langern,1943-04-12,Male,Frankfurt,Germany,Web
441,CL-000441,Frieda,Weinhage,1972-06-29,Female,Frankfurt,Germany,Referral
442,CL-000442,Melita,Kranz,1966-08-01,Female,Köln,Germany,Web
443,CL-000443,Mehdi,Zorbach,1996-02-28,Male,München,Germany,Web
444,CL-000444,Margaretha,Flantz,1974-01-06,Female,München,Germany,Web
445,CL-000445,Wiebke,Beier,1948-11-24,Female,Stuttgart,Germany,Partner
446,CL-000446,Joanna,Schäfer,1962-11-25,Female,Frankfurt,Germany,Referral
447,CL-000447,Sylvio,Ditschlerin,1999-10-19,Male,Nürnberg,Austria,Referral
448,CL-000448,Sieglinde,Mans,1947-02-04,Female,Köln,Germany,Partner
449,CL-000449,Karoline,Meyer,1941-05-09,Female,Nürnberg,Germany,Referral
450,CL-000450,Irmtrud,Fechner,1968-03-17,,Berlin,Germany,Event
451,CL-000451,Sönke,Sölzer,2006-04-25,Male,Düsseldorf,Germany,Web
452,CL-000452,Carola,Bruder,1972-04-04,Female,Berlin,Germany,Web
453,CL-000453,Rabea,Hettner,1963-05-07,Female,Stuttgart,Germany,Referral
454,CL-000454,Ludger,Süßebier,1967-05-11,Male,Berlin,Germany,Web
455,CL-000455,Margareta,Butte,1998-04-09,Female,Essen,Germany,Referral
456,CL-000456,Gregor,Steuer,1998-10-15,Male,Leipzig,Germany,Referral
457,CL-000457,Katherina,Kramer,2005-03-28,Female,München,Germany,Partner
458,CL-000458,Giorgio,Schomber,1989-03-20,Male,Hamburg,Germany,Referral
459,CL-000459,Swantje,Werner,1973-07-07,Female,Düsseldorf,Germany,Partner
460,CL-000460,Sükrü,Riehl,1942-10-02,Male,Hamburg,Germany,Partner
461,CL-000461,Linus,Bohnbach,1956-04-14,Male,München,Germany,Partner
462,CL-000462,Magda,Stolze,2002-12-23,Female,Berlin,Germany,Web
463,CL-000463,Friedrich,Heidrich,1991-02-15,Male,Berlin,Germany,Web
464,CL-000464,Baptist,Lübs,2006-11-19,Male,Berlin,Germany,Event
465,CL-000465,Arzu,Wesack,1983-06-08,Female,Leipzig,Germany,Referral
466,CL-000466,Melanie,Ditschlerin,1970-07-02,Female,Nürnberg,Austria,Web
467,CL-000467,Chantal,Täsche,1960-09-08,Female,Berlin,Germany,Referral
468,CL-000468,Toralf,Baum,1943-06-10,Male,Stuttgart,Germany,Partner
469,CL-000469,Gotthilf,Blümel,1960-04-09,Male,Düsseldorf,Germany,Event
470,CL-000470,Gloria,Köster,1969-08-13,Female,Hannover,Germany,Referral
471,CL-000471,Claus,Henschel,1976-06-15,Male,Hamburg,Germany,Event
472,CL-000472,Henri,Rosemann,1986-09-15,Female,Köln,Germany,Referral
473,CL-000473,Robby,Girschner,1951-11-16,Male,Düsseldorf,Germany,Partner
474,CL-000474,Diethard,Budig,1981-10-14,Male,Stuttgart,Germany,Web
475,CL-000475,Sönke,Kranz,1982-06-24,Male,Dortmund,Germany,Event
476,CL-000476,Mirko,Hendriks,1974-03-05,Male,Leipzig,Austria,Referral
477,CL-000477,Siglinde,Säuberlich,1950-01-18,,München,Germany,Web
478,CL-000478,Erhardt,Misicher,1983-09-20,Male,Leipzig,Germany,Partner
479,CL-000479,Ferdinand,Mies,1957-09-07,Male,Frankfurt,Germany,Referral
480,CL-000480,Marica,Anders,2001-06-24,Female,München,Germany,Event
481,CL-000481,Roman,Mohaupt,2001-08-20,Male,Essen,Germany,Referral
482,CL-000482,Friedrich,Stey,1977-07-03,Male,Frankfurt,Germany,Referral
483,CL-000483,Damian,Briemer,1970-05-15,Male,Leipzig,Germany,Referral
484,CL-000484,Wigbert,Kaul,2007-07-09,Male,Berlin,Germany,Partner
485,CL-000485,Liesbeth,Jacob,1983-10-15,Female,Düsseldorf,Germany,Referral
486,CL-000486,Wera,Löffler,1987-04-14,Female,Hannover,Germany,Web
487,CL-000487,Fatih,Meyer,1997-10-31,Male,Bochum,Germany,Partner
488,CL-000488,Felicitas,Gumprich,1966-06-27,Female,Leipzig,Germany,Web
489,CL-000489,Slawomir,Nette,1947-07-26,Male,Köln,Germany,Event
490,CL-000490,Edeltrud,Kranz,1979-03-25,Female,Stuttgart,Germany,Partner
491,CL-000491,Hans Jürgen,Ruppert,1960-06-10,Male,Düsseldorf,Germany,Web
492,CL-000492,Niels,Hübel,1941-10-20,Male,Frankfurt,Germany,Web
493,CL-000493,Zita,Sorgatz,1967-03-30,Female,München,Germany,Web
494,CL-000494,Freddy,Anders,1978-10-27,Male,München,Germany,Event
495,CL-000495,Steven,Striebitz,1993-04-10,Male,Bochum,Germany,Partner
496,CL-000496,Natalja,Binner,2002-04-11,Female,Köln,Germany,Referral
497,CL-000497,Laszlo,Weinhage,1974-02-10,Male,München,Germany,Referral
498,CL-000498,Sepp,Hörle,1993-02-05,Male,Berlin,Germany,Web
499,CL-000499,Luisa,Hein,1981-08-14,,Hamburg,Germany,Partner
500,CL-000500,Rita,Kitzmann,1955-03-19,Female,Essen,Germany,Referral
501,CL-000501,Marc,Grein Groth,1982-07-24,Male,Frankfurt,Germany,Referral
502,CL-000502,Fatih,Stiebitz,1991-09-22,Male,München,Germany,Partner
503,CL-000503,Mirella,Wilms,1985-03-02,Female,Essen,Germany,Web
504,CL-000504,Miodrag,Etzler,1983-01-23,Male,Hamburg,Germany,Partner
505,CL-000505,Benedikt,Schottin,1984-04-16,Male,Köln,Germany,Event
506,CL-000506,Anastasia,Jessel,1993-12-22,Female,Frankfurt,Germany,Event
507,CL-000507,Heinz-Werner,Beer,1979-10-01,Male,Hannover,Germany,Partner
508,CL-000508,Gretel,Wagenknecht,1949-04-02,Female,Berlin,Germany,Referral
509,CL-000509,Baptist,Hübel,1962-07-17,Male,Essen,Germany,Partner
510,CL-000510,Peter-Michael,Liebelt,1952-04-05,Male,Stuttgart,Germany,Event
511,CL-000511,Dajana,Eigenwillig,1993-10-30,Female,München,Switzerland,Referral
512,CL-000512,Juri,Kobelt,1976-06-07,Male,Essen,Germany,Partner
513,CL-000513,Joana,Heydrich,1996-10-27,Female,Berlin,Germany,Referral
514,CL-000514,Dariusz,Hertrampf,2002-07-05,Male,Nürnberg,Germany,Referral
515,CL-000515,Ruthild,Nerger,2006-02-20,Female,München,Germany,Web
516,CL-000516,Ron,Hübel,1991-02-10,Male,Frankfurt,Germany,Partner
517,CL-000517,Sönke,Kambs,1995-01-14,Male,Hamburg,Germany,Web
518,CL-000518,Belinda,Mosemann,2005-10-31,Female,Berlin,Germany,Referral
519,CL-000519,Arnfried,Faust,1991-08-18,Male,Berlin,Germany,Referral
520,CL-000520,Xaver,Hecker,1998-11-03,Male,München,Germany,Referral
521,CL-000521,Mijo,Ullrich,1986-03-15,Male,Berlin,Germany,Web
522,CL-000522,Hans-Ulrich,Roht,1965-03-14,Male,Berlin,Germany,Referral
523,CL-000523,Baptist,Zobel,1967-02-28,Male,Leipzig,Germany,Event
524,CL-000524,Agnes,Hettner,1976-10-27,Female,Hamburg,Germany,Referral
525,CL-000525,Burkhard,Metz,1965-05-23,Male,München,Germany,Referral
526,CL-000526,Michael,Weiß,1986-01-23,Male,München,Germany,Referral
527,CL-000527,Francis,Sauer,1966-03-28,Male,Frankfurt,Germany,Referral
528,CL-000528,Sami,Schweitzer,2004-04-18,Male,Berlin,Austria,Referral
529,CL-000529,Gundi,Dörr,1986-03-26,Female,Bochum,Germany,Referral
530,CL-000530,Edelgard,Mude,1942-01-04,Female,Essen,Switzerland,Referral
531,CL-000531,Lorenzo,Rörricht,1962-08-18,Male,Hannover,Germany,Referral
532,CL-000532,Silva,Schmidt,1955-05-17,,Hannover,Germany,Web
533,CL-000533,Marga,Bolnbach,1983-07-20,Female,Frankfurt,Germany,Referral
534,CL-000534,Ruth,Mitschke,2002-03-11,Female,Berlin,Germany,Web
535,CL-000535,Mechthilde,Jacobi Jäckel,1984-06-27,Female,Frankfurt,Germany,Web
536,CL-000536,Helmtrud,Drub,1949-10-27,Female,München,Germany,Referral
537,CL-000537,Anatoli,Bender,1961-01-08,Male,Düsseldorf,Germany,Partner
538,CL-000538,Ismet,Drub,1946-12-03,Male,München,Germany,Referral
539,CL-000539,Edeltraud,Renner,1949-07-16,Female,Stuttgart,Germany,Referral
540,CL-000540,Reinald,Metz,1965-07-22,,München,Germany,Web
541,CL-000541,Marie-Theres,Weimer,1987-09-15,Female,Düsseldorf,Germany,Partner
542,CL-000542,Wilfried,Reuter,1968-10-30,Male,Dortmund,Germany,Web
543,CL-000543,Klaus-Peter,Weimer,1989-10-02,Male,Stuttgart,Germany,Referral
544,CL-000544,Carola,Liebelt,1984-11-16,Female,Köln,Switzerland,Web
545,CL-000545,Benno,Niemeier,1982-03-16,Male,Stuttgart,Austria,Referral
546,CL-000546,Hanspeter,Holt,1942-07-15,Male,Hamburg,Germany,Web
547,CL-000547,Marliese,Koch II,1955-02-04,Female,Frankfurt,Germany,Referral
548,CL-000548,Ingeborg,Martin,2004-12-29,Female,Frankfurt,Germany,Referral
549,CL-000549,Erkan,Klotz,1947-01-26,Male,Köln,Germany,Event
550,CL-000550,Mohamed,Koch,1977-05-11,Male,Hannover,Germany,Referral
551,CL-000551,Toni,Seidel,1964-09-18,Male,Hamburg,Germany,Web
552,CL-000552,Ante,Kruschwitz,1959-01-31,Male,Düsseldorf,Germany,Referral
553,CL-000553,Cordula,Eberhardt,2004-11-20,Female,Köln,Germany,Web
554,CL-000554,Siegrun,Metz,1946-07-19,Female,Hamburg,Switzerland,Referral
555,CL-000555,Maximilian,Hahn,1983-12-23,Male,Hamburg,Germany,Event
556,CL-000556,Marcus,Schenk,2006-05-23,Male,Berlin,Germany,Web
557,CL-000557,Albrecht,Binner,1993-11-06,Male,Köln,Germany,Referral
558,CL-000558,Gerda,Henk,2007-08-07,Female,Berlin,Germany,Referral
559,CL-000559,Bianca,Zimmer,1978-09-23,Female,Bochum,Germany,Referral
560,CL-000560,Danielle,Bohnbach,1996-10-11,Female,Hamburg,Germany,Web
561,CL-000561,Ralph,Röhrdanz,1954-05-28,Male,Dortmund,Germany,Web
562,CL-000562,Liesa,Hande,1995-08-21,Female,Frankfurt,Germany,Referral
563,CL-000563,Stefani,Heintze,1962-09-01,Female,Frankfurt,Germany,Partner
564,CL-000564,Reimar,Finke,1993-12-22,Male,Frankfurt,Germany,Referral
565,CL-000565,Tomislav,Schenk,1940-07-02,Male,Berlin,Germany,Web
566,CL-000566,Erica,Fiebig,2007-07-06,Female,München,Germany,Referral
567,CL-000567,Carmelo,Reuter,1957-05-14,Male,Düsseldorf,Germany,Web
568,CL-000568,Ludwina,Gertz,1947-10-16,,Frankfurt,Germany,Referral
569,CL-000569,Max,Bauer,1949-04-11,Male,München,Germany,Referral
570,CL-000570,Ahmet,Klemt,1994-01-25,Male,Köln,Germany,Event
571,CL-000571,Rebecca,Hellwig,1980-05-19,Female,München,Germany,Referral
572,CL-000572,Gabi,Bachmann,1952-03-01,Female,München,Germany,Referral
573,CL-000573,Elsbeth,Birnbaum,1948-12-07,Female,Berlin,Germany,Web
574,CL-000574,Pawel,Linke,1976-02-09,Male,München,Germany,Partner
575,CL-000575,Beatrix,Weinhage,1944-08-19,Female,Köln,Germany,Partner
576,CL-000576,Ivanka,Meister,1993-04-02,Female,Berlin,Germany,Referral
577,CL-000577,Greta,Peukert,1980-09-15,Female,Frankfurt,Switzerland,Referral
578,CL-000578,Babette,Mentzel,1974-08-05,Female,Stuttgart,Germany,Event
579,CL-000579,Emin,Schmiedecke,1943-04-05,Male,Berlin,Germany,Referral
580,CL-000580,Iwona,Ziegert,2002-02-24,,Stuttgart,Germany,Partner
581,CL-000581,Sonja,Sorgatz,1975-10-17,Female,Berlin,Germany,Web
582,CL-000582,Gerard,Mielcarek,1984-02-02,Male,Köln,Germany,Referral
583,CL-000583,Wolfram,Becker,1944-06-12,Male,Berlin,Germany,Web
584,CL-000584,Igor,Kühnert,1969-04-26,Male,Düsseldorf,Germany,Referral
585,CL-000585,Marleen,Dörr,1973-09-02,Female,Nürnberg,Germany,Referral
586,CL-000586,Ingetraut,Martin,1945-04-23,,Bochum,Germany,Event
587,CL-000587,Tanja,Butte,1962-03-25,Female,Köln,Germany,Referral
588,CL-000588,Ljiljana,Finke,1944-10-11,Female,Essen,Germany,Web
589,CL-000589,Bianka,Höfig,1982-10-17,Female,Frankfurt,Germany,Referral
590,CL-000590,Malte,Sauer,1977-08-16,Male,Düsseldorf,Germany,Referral
591,CL-000591,Michaela,Junk,1966-03-25,Female,Berlin,Austria,Referral
592,CL-000592,Lilly,Radisch,1960-05-17,Female,Berlin,Germany,Partner
593,CL-000593,Insa,Pärtzelt,1981-07-04,Female,Stuttgart,Germany,Web
594,CL-000594,Heinz-Dieter,Dippel,1994-04-12,Male,Köln,Germany,Referral
595,CL-000595,Niko,Drewes,1998-05-05,Male,Hamburg,Germany,Partner
596,CL-000596,Matteo,Siering,2000-01-14,Male,Frankfurt,Germany,Web
597,CL-000597,Raphael,Rohleder,1989-05-12,Male,Düsseldorf,Germany,Referral
598,CL-000598,Sonia,Hande,1969-07-29,Female,München,Germany,Partner
599,CL-000599,Henner,Heidrich,1968-06-20,Male,Köln,Austria,Referral
600,CL-000600,Gerti,Metz,1967-06-11,Female,Köln,Germany,Referral
601,CL-000601,Herma,Vollbrecht,1946-10-12,Female,Berlin,Germany,Referral
602,CL-000602,Gert,Loos,1961-07-29,Male,Leipzig,Germany,Referral
603,CL-000603,Meik,Hermighausen,1965-10-12,Male,Düsseldorf,Germany,Web
604,CL-000604,Walli,Fliegner,1987-01-18,Female,Köln,Germany,Referral
605,CL-000605,Viktor,Mühle,1944-11-16,Male,Düsseldorf,Germany,Web
606,CL-000606,Antoinette,Caspar,1946-08-27,Female,Nürnberg,Germany,Referral
607,CL-000607,Heinz-Gerd,Dietz,1990-12-23,Male,Berlin,Germany,Referral
608,CL-000608,Paul-Heinz,Köhler,1995-07-20,Male,Dortmund,Germany,Partner
609,CL-000609,Birgitta,Röhricht,1944-05-22,Female,Köln,Switzerland,Referral
610,CL-000610,Liesa,Rörricht,1978-07-13,Female,Köln,Germany,Referral
611,CL-000611,Genoveva,Steckel,1948-08-17,Female,Frankfurt,Germany,Referral
612,CL-000612,Henny,Klapp,1999-10-04,Female,Essen,Germany,Referral
613,CL-000613,Marianne,Weitzel,1969-02-02,Female,Frankfurt,Germany,Event
614,CL-000614,Swen,Ullmann,1943-10-23,Male,Köln,Germany,Referral
615,CL-000615,Wiltrud,Hövel,1981-03-02,Female,Frankfurt,Germany,Partner
616,CL-000616,Franziska,Kitzmann,1947-05-12,Female,Essen,Germany,Referral
617,CL-000617,Leonie,Patberg,1954-10-14,Female,München,Germany,Referral
618,CL-000618,Curt,Sontag,1973-02-13,Male,Dortmund,Austria,Web
619,CL-000619,Engin,Dörr,1964-02-19,Male,München,Germany,Web
620,CL-000620,Michelle,Röhricht,1965-04-27,,Nürnberg,Austria,Referral
621,CL-000621,Belinda,Wiek,1959-04-07,Female,Frankfurt,Germany,Web
622,CL-000622,Lena,Hecker,1995-03-29,Female,Hannover,Germany,Referral
623,CL-000623,Heinz Dieter,Rörricht,2006-08-17,Male,Hamburg,Germany,Referral
624,CL-000624,Oxana,Scholtz,1982-01-23,Female,München,Germany,Web
625,CL-000625,Miguel,Seifert,1978-03-12,Male,Düsseldorf,Germany,Web
626,CL-000626,Alina,Schlosser,2003-07-14,Female,Berlin,Germany,Web
627,CL-000627,Mattias,Täsche,1958-07-05,Male,Bochum,Germany,Referral
628,CL-000628,Alma,Girschner,1958-11-27,Female,Essen,Germany,Referral
629,CL-000629,Meike,Wiek,1961-05-02,Female,Stuttgart,Germany,Referral
630,CL-000630,Veli,Kambs,1964-03-12,Male,München,Germany,Web
631,CL-000631,Ada,Girschner,1999-07-03,Male,Stuttgart,Germany,Referral
632,CL-000632,Brunhilde,Rosemann,1985-01-15,Female,Düsseldorf,Germany,Event
633,CL-000633,Heidrun,Bohnbach,1949-12-18,Female,Bochum,Germany,Referral
634,CL-000634,Pavel,Schulz,2006-06-10,Male,Bochum,Germany,Partner
635,CL-000635,Almuth,Conradi,1991-01-30,Female,Köln,Germany,Referral
636,CL-000636,Josip,Hande,1965-11-28,Male,Stuttgart,Germany,Referral
637,CL-000637,Hassan,Metz,1963-07-05,Male,Berlin,Germany,Web
638,CL-000638,Damian,Koch II,1961-07-07,Male,Hamburg,Germany,Web
639,CL-000639,Mirella,Junk,1993-03-04,Female,Hamburg,Germany,Referral
640,CL-000640,Veronika,Rosenow,1980-11-18,Female,Hamburg,Germany,Referral
641,CL-000641,August,Birnbaum,1950-11-23,Male,Leipzig,Germany,Web
642,CL-000642,Caroline,Wende,1982-05-09,Female,Stuttgart,Germany,Referral
643,CL-000643,Andree,Steuer,1945-11-10,Male,Stuttgart,Germany,Referral
644,CL-000644,Franz-Peter,Margraf,1985-05-09,Male,München,Germany,Referral
645,CL-000645,Hildegund,Neureuther,1981-08-14,Female,Nürnberg,Austria,Referral
646,CL-000646,Heinz-Wilhelm,Liebelt,1958-11-24,Male,Berlin,Germany,Referral
647,CL-000647,Dietlinde,Wende,1975-03-05,Female,Köln,Germany,Web
648,CL-000648,Björn,Kaul,1969-07-25,Male,Frankfurt,Germany,Web
649,CL-000649,Beata,Hölzenbecher,1986-06-18,Female,Stuttgart,Germany,Event
650,CL-000650,Marina,Scheel,1973-06-04,Female,Hamburg,Germany,Referral
651,CL-000651,Jorge,Stahr,1961-04-18,Male,Berlin,Germany,Partner
652,CL-000652,Angelica,Hartmann,1967-03-17,Female,Köln,Germany,Partner
653,CL-000653,Lina,Blümel,1940-10-31,Female,Köln,Germany,Referral
654,CL-000654,Daniela,Jacobi Jäckel,2004-08-21,Female,Köln,Switzerland,Partner
655,CL-000655,Ehrenfried,Wilms,1949-08-24,Male,Leipzig,Germany,Web
656,CL-000656,Ortrud,Hermighausen,1960-01-03,Female,Berlin,Switzerland,Referral
657,CL-000657,Gottlob,Dussen van,1940-11-01,Male,Köln,Germany,Referral
658,CL-000658,Jenny,Weinhold,1969-08-12,Female,München,Austria,Referral
659,CL-000659,Diethard,Ehlert,1966-03-08,Male,Berlin,Germany,Partner
660,CL-000660,Katharine,Tlustek,1955-12-20,Female,Berlin,Germany,Referral
661,CL-000661,James,Römer,1997-01-07,Male,Stuttgart,Germany,Referral
662,CL-000662,Meinrad,Klapp,1945-03-19,Male,München,Germany,Web
663,CL-000663,Roberto,Weihmann,1943-03-10,,Hamburg,Germany,Referral
664,CL-000664,Heinz-Josef,Bähr,1971-08-06,Male,Hamburg,Germany,Partner
665,CL-000665,Türkan,Buchholz,1998-12-22,Female,Köln,Germany,Referral
666,CL-000666,Gert,Ruppert,1969-07-09,Male,Hamburg,Germany,Web
667,CL-000667,Lena,Lachmann,1988-08-03,Female,Hamburg,Switzerland,Referral
668,CL-000668,Marek,Lindau,1960-01-04,Male,München,Germany,Referral
669,CL-000669,Bodo,Lachmann,1941-09-23,Male,Bochum,Germany,Referral
670,CL-000670,Wilhelmine,Junk,1952-01-02,Female,Nürnberg,Germany,Partner
